time_t,RecupHP_out_T,RecupHP_out_P,Turbine_in_T,Turbine_in_P,Cycle_Mdot,HotOil_Evap_in_T,HotOil_Evap_out_T,HotOil_Mdot
143,28.67462,12.826701,101.424368,12.833458,0.087255,103.880553,97.084793,1.210248
143.5,28.678855,12.82834,101.410695,12.839243,0.087245,103.871402,97.072424,1.210058
144,28.680923,12.829666,101.41328,12.839243,0.087266,103.872238,97.060351,1.210246
144.5,28.680923,12.829666,101.41328,12.839243,0.087266,103.872238,97.060351,1.210994
145,28.6662,12.831143,101.411341,12.839243,0.087341,103.866039,97.053994,1.210288
145.5,28.6662,12.831143,101.411341,12.839243,0.087406,103.866039,97.053994,1.210359
146,28.673044,12.832089,101.419943,12.845027,0.087438,103.865498,97.043399,1.21021
146.5,28.666151,12.834669,101.416015,12.839243,0.087322,103.857823,97.046947,1.210373
147,28.666151,12.834669,101.416015,12.839243,0.087319,103.857823,97.046947,1.208979
147.5,28.668416,12.835986,101.408756,12.845027,0.08731,103.847491,97.035564,1.208477
148,28.668416,12.835986,101.408756,12.845027,0.087413,103.847491,97.035564,1.208442
148.5,28.669548,12.838596,101.420489,12.850812,0.087439,103.850049,97.030981,1.209785
149,28.659504,12.839423,101.403336,12.845027,0.087378,103.841931,97.031079,1.209366
149.5,28.659504,12.839423,101.403336,12.850812,0.087384,103.841931,97.031079,1.207984
150,28.677575,12.840756,101.407413,12.850812,0.087385,103.851427,97.019154,1.206703
150.5,28.677575,12.840756,101.407413,12.850812,0.087341,103.851427,97.019154,1.20923
151,28.661966,12.842916,101.424517,12.850812,0.087484,103.846064,97.017331,1.210503
151.5,28.661966,12.842916,101.424517,12.850812,0.087489,103.846064,97.017331,1.210823
152,28.661424,12.84462,101.404927,12.850812,0.087478,103.833469,97.005208,1.210706
152.5,28.669204,12.846294,101.414871,12.862381,0.087475,103.848425,97.003631,1.210848
153,28.669204,12.846294,101.414871,12.856596,0.087371,103.848425,97.003631,1.211913
153.5,28.656451,12.847479,101.415518,12.856596,0.0874,103.841341,97.003385,1.210108
154,28.656451,12.847479,101.415518,12.856596,0.087432,103.841341,97.003385,1.210342
154.5,28.659651,12.850651,101.408109,12.856596,0.087464,103.849901,96.991114,1.209042
155,28.65911,12.851373,101.417357,12.856596,0.087489,103.859495,96.991558,1.211784
155.5,28.65911,12.851373,101.417357,12.862381,0.087508,103.859495,96.991558,1.210643
156,28.661572,12.854121,101.404231,12.862381,0.087491,103.860233,96.985152,1.209799
156.5,28.661572,12.854121,101.404231,12.862381,0.087503,103.860233,96.985152,1.209217
157,28.6565,12.855838,101.416363,12.862381,0.087469,103.86904,96.979041,1.209828
157.5,28.6565,12.855838,101.416363,12.862381,0.087484,103.86904,96.979041,1.209429
158,28.654727,12.85744,101.419992,12.862381,0.087559,103.874354,96.983525,1.211187
158.5,28.6565,12.859039,101.397022,12.868165,0.08756,103.876076,96.988108,1.213122
159,28.6565,12.859039,101.397022,12.868165,0.087561,103.876076,96.988108,1.213201
159.5,28.647834,12.860756,101.411391,12.868165,0.0876,103.879323,96.974507,1.213211
160,28.647834,12.860756,101.411391,12.868165,0.087476,103.879323,96.974507,1.214661
160.5,28.659061,12.863684,101.401149,12.87395,0.087497,103.881488,96.982146,1.214123
161,28.660833,12.865746,101.408159,12.87395,0.087516,103.901906,96.976331,1.213997
161.5,28.660833,12.865746,101.408159,12.87395,0.087521,103.901906,96.976331,1.213874
162,28.652019,12.868497,101.403635,12.879734,0.087531,103.898363,96.967263,1.213871
162.5,28.652019,12.868497,101.403635,12.879734,0.087542,103.898363,96.967263,1.214072
163,28.660045,12.870486,101.408358,12.879734,0.087623,103.920454,96.97091,1.215389
163.5,28.650148,12.872236,101.409601,12.879734,0.087623,103.932262,96.976873,1.215969
164,28.650148,12.872236,101.409601,12.879734,0.087613,103.932262,96.976873,1.215984
164.5,28.645077,12.873815,101.403684,12.879734,0.087526,103.938019,96.979435,1.215895
165,28.645077,12.873815,101.403684,12.879734,0.087539,103.938019,96.979435,1.2149
165.5,28.649557,12.875867,101.40453,12.885519,0.087603,103.958929,96.980224,1.215488
166,28.642861,12.878201,101.412932,12.885519,0.087657,103.968129,96.984856,1.215557
166.5,28.642861,12.878201,101.412932,12.885519,0.087728,103.968129,96.984856,1.216985
167,28.654974,12.880234,101.410844,12.885519,0.087724,103.991253,96.986926,1.216944
167.5,28.654974,12.880234,101.410844,12.885519,0.087634,103.991253,96.986926,1.217035
168,28.636361,12.882082,101.399955,12.891303,0.08765,104.014869,96.991213,1.215472
168.5,28.636361,12.882082,101.399955,12.891303,0.087598,104.014869,96.991213,1.216175
169,28.647292,12.883185,101.417407,12.891303,0.087606,104.029728,96.996289,1.217046
169.5,28.65261,12.884557,101.421384,12.891303,0.087689,104.051277,96.995796,1.2172
170,28.65261,12.884557,101.421384,12.891303,0.087699,104.051277,96.995796,1.216465
170.5,28.639857,12.887151,101.41691,12.902872,0.087739,104.060232,97.023885,1.217355
171,28.639857,12.887151,101.41691,12.891303,0.087761,104.060232,97.023885,1.218235
171.5,28.655761,12.888907,101.416761,12.897088,0.087644,104.087292,97.011319,1.21797
172,28.646258,12.890322,101.426307,12.897088,0.087701,104.115926,97.032558,1.217863
172.5,28.646258,12.890322,101.426307,12.897088,0.0877,104.115926,97.032558,1.218383
173,28.647883,12.892108,101.436797,12.902872,0.087703,104.130538,97.03926,1.21803
173.5,28.647883,12.892108,101.436797,12.902872,0.087782,104.130538,97.03926,1.218981
174,28.651576,12.894065,101.434659,12.902872,0.087778,104.154204,97.057394,1.21933
174.5,28.643796,12.89504,101.436797,12.902872,0.087803,104.168521,97.06523,1.218126
175,28.643796,12.89504,101.436797,12.902872,0.087805,104.168521,97.06523,1.218619
175.5,28.648966,12.8972,101.437344,12.902872,0.087724,104.199566,97.081393,1.219307
176,28.648966,12.8972,101.437344,12.908657,0.087695,104.199566,97.081393,1.218902
176.5,28.640202,12.899295,101.443261,12.902872,0.087667,104.22761,97.086863,1.220208
177,28.640202,12.899295,101.443261,12.902872,0.087764,104.22761,97.086863,1.21912
177.5,28.638331,12.901448,101.448382,12.908657,0.087791,104.246503,97.111897,1.219953
178,28.652709,12.902295,101.44878,12.908657,0.087792,104.283895,97.124068,1.219673
178.5,28.652709,12.902295,101.44878,12.908657,0.087713,104.283895,97.124068,1.220066
179,28.644486,12.904652,101.455989,12.908657,0.087713,104.30205,97.130967,1.221833
179.5,28.644486,12.904652,101.455989,12.914441,0.087793,104.30205,97.130967,1.222502
180,28.632865,12.906126,101.463497,12.914441,0.087876,104.332406,97.160338,1.221118
180.5,28.633407,12.908661,101.456387,12.914441,0.08788,104.363698,97.159697,1.220143
181,28.633407,12.908661,101.456387,12.920226,0.087754,104.363698,97.159697,1.219463
181.5,28.62996,12.910503,101.456188,12.914441,0.087734,104.391791,97.186455,1.219383
182,28.62996,12.910503,101.456188,12.914441,0.087728,104.391791,97.186455,1.218876
182.5,28.641433,12.912305,101.477319,12.914441,0.087742,104.428051,97.209419,1.218576
183,28.630846,12.913086,101.476722,12.920226,0.087764,104.461409,97.216367,1.218998
183.5,28.630846,12.913086,101.476722,12.920226,0.087844,104.461409,97.216367,1.218954
184,28.629418,12.915276,101.491538,12.920226,0.087832,104.490191,97.235537,1.218939
184.5,28.629418,12.915276,101.491538,12.920226,0.087849,104.490191,97.235537,1.220235
185,28.630058,12.915765,101.490793,12.92601,0.087781,104.530043,97.264069,1.220629
185.5,28.630058,12.915765,101.490793,12.92601,0.087797,104.530043,97.264069,1.221242
186,28.625332,12.919022,101.495814,12.92601,0.08785,104.546279,97.279691,1.2208
186.5,28.624199,12.920775,101.516299,12.92601,0.087908,104.568419,97.306153,1.220878
187,28.624199,12.920775,101.516299,12.92601,0.0879,104.568419,97.306153,1.218004
187.5,28.625725,12.92242,101.509338,12.931795,0.087853,104.591395,97.334932,1.218339
188,28.625725,12.92242,101.509338,12.931795,0.087887,104.591395,97.334932,1.217666
188.5,28.628187,12.924669,101.512669,12.931795,0.087856,104.636955,97.343309,1.219317
189,28.629862,12.926038,101.524403,12.937579,0.087824,104.672182,97.368688,1.220267
189.5,28.629862,12.926038,101.524403,12.931795,0.08787,104.672182,97.368688,1.221117
190,28.622525,12.927732,101.542302,12.931795,0.087881,104.700324,97.414517,1.221825
190.5,28.622525,12.927732,101.542302,12.937579,0.087963,104.700324,97.414517,1.219365
191,28.6306,12.930046,101.54255,12.937579,0.087966,104.727975,97.426985,1.218543
191.5,28.625676,12.930998,101.555179,12.937579,0.087845,104.760447,97.442015,1.217277
192,28.625676,12.930998,101.555179,12.937579,0.087885,104.760447,97.442015,1.215345
192.5,28.630206,12.933273,101.562239,12.937579,0.087899,104.791935,97.461184,1.217115
193,28.630206,12.933273,101.562239,12.937579,0.087931,104.791935,97.461184,1.217369
193.5,28.625922,12.933359,101.571537,12.943364,0.08792,104.834788,97.490209,1.219385
194,28.625922,12.933359,101.571537,12.943364,0.087952,104.834788,97.490209,1.219711
194.5,28.620506,12.935709,101.574122,12.943364,0.087912,104.864849,97.514208,1.220365
195,28.628237,12.937495,101.602114,12.943364,0.087927,104.918035,97.532195,1.22074
195.5,28.628237,12.937495,101.602114,12.943364,0.087899,104.918035,97.532195,1.220615
196,28.62932,12.939534,101.604749,12.949149,0.087893,104.947899,97.556637,1.21955
196.5,28.62932,12.939534,101.604749,12.943364,0.087959,104.947899,97.556637,1.220367
197,28.620358,12.941369,101.61887,12.949149,0.087963,104.968957,97.592956,1.219642
197.5,28.623756,12.942131,101.641194,12.949149,0.088025,105.019436,97.609809,1.21932
198,28.623756,12.942131,101.641194,12.949149,0.087952,105.019436,97.609809,1.220145
198.5,28.607507,12.943927,101.642238,12.949149,0.088,105.045906,97.652534,1.220064
199,28.607507,12.943927,101.642238,12.949149,0.087963,105.045906,97.652534,1.22187
199.5,28.61898,12.945128,101.656905,12.954933,0.088001,105.088414,97.673428,1.219124
200,28.611348,12.946359,101.671572,12.954933,0.087993,105.098648,97.699644,1.218823
200.5,28.611348,12.946359,101.671572,12.954933,0.087939,105.098648,97.699644,1.219286
201,28.612726,12.949009,101.68967,12.954933,0.087985,105.141206,97.729458,1.218051
201.5,28.612726,12.949009,101.68967,12.954933,0.088003,105.141206,97.729458,1.218485
202,28.616912,12.950598,101.710353,12.954933,0.087945,105.171169,97.753801,1.219079
202.5,28.616912,12.950598,101.710353,12.954933,0.088047,105.171169,97.753801,1.218763
203,28.617207,12.952052,101.730141,12.954933,0.088099,105.19754,97.76893,1.218621
203.5,28.614548,12.952528,101.738345,12.978071,0.088116,105.237294,97.818406,1.2184
204,28.614548,12.952528,101.738345,12.960718,0.087977,105.237294,97.818406,1.219453
204.5,28.610412,12.953792,101.753708,12.960718,0.08795,105.263567,97.836836,1.220168
205,28.610412,12.953792,101.753708,12.960718,0.087952,105.263567,97.836836,1.219762
205.5,28.602731,12.954872,101.759774,12.960718,0.08801,105.297711,97.854872,1.22116
206,28.617601,12.956143,101.764895,12.960718,0.088141,105.329298,97.890303,1.22155
206.5,28.617601,12.956143,101.764895,12.960718,0.088137,105.329298,97.890303,1.220543
207,28.602928,12.958142,101.785628,12.960718,0.088126,105.365854,97.908537,1.219286
207.5,28.602928,12.958142,101.785628,12.966502,0.088056,105.365854,97.908537,1.218689
208,28.607458,12.959032,101.795025,12.966502,0.088103,105.394439,97.945397,1.218771
208.5,28.602435,12.960207,101.82083,12.966502,0.088082,105.42878,97.970184,1.218244
209,28.602435,12.960207,101.82083,12.966502,0.088181,105.42878,97.970184,1.219616
209.5,28.602829,12.962016,101.832364,12.966502,0.08816,105.458546,98.003349,1.218154
210,28.602829,12.962016,101.832364,12.966502,0.088158,105.458546,98.003349,1.217597
210.5,28.603962,12.962528,101.860207,12.966502,0.088167,105.48231,98.043166,1.218331
211,28.603962,12.962528,101.860207,12.966502,0.088202,105.48231,98.043166,1.218626
211.5,28.601253,12.964114,101.86498,12.972287,0.088127,105.514782,98.061202,1.21916
212,28.604208,12.966093,101.879001,12.978071,0.088158,105.552125,98.091706,1.219809
212.5,28.604208,12.966093,101.879001,12.972287,0.088138,105.552125,98.091706,1.219799
213,28.595788,12.966491,101.915744,12.978071,0.088184,105.553158,98.120977,1.218635
213.5,28.595788,12.966491,101.915744,12.978071,0.088209,105.553158,98.120977,1.217469
214,28.592538,12.967889,101.918578,12.978071,0.088227,105.597783,98.155029,1.218056
214.5,28.605143,12.968749,101.940007,12.978071,0.088203,105.630009,98.176317,1.218991
215,28.605143,12.968749,101.940007,12.978071,0.08816,105.630009,98.176317,1.220088
215.5,28.580967,12.969879,101.9767,12.978071,0.088153,105.639504,98.205786,1.219959
216,28.580967,12.969879,101.9767,12.978071,0.088239,105.639504,98.205786,1.218524
216.5,28.593375,12.9713,101.971728,12.978071,0.088267,105.654559,98.221999,1.219454
217,28.585743,12.972712,101.996985,12.978071,0.0883,105.67729,98.249348,1.218593
217.5,28.585743,12.972712,101.996985,12.978071,0.088205,105.67729,98.249348,1.218839
218,28.580277,12.973844,102.021,12.98964,0.0882,105.703218,98.27655,1.218617
218.5,28.580277,12.973844,102.021,12.983856,0.088225,105.703218,98.27655,1.2177
219,28.584414,12.974698,102.04034,12.983856,0.088246,105.723833,98.283597,1.216733
219.5,28.584414,12.974698,102.04034,12.983856,0.088287,105.723833,98.283597,1.141539
220,28.582887,12.976628,102.046207,12.983856,0.088333,105.745481,98.32371,0.952111
220.5,28.585546,12.977433,102.078227,12.983856,0.088291,105.760487,98.346378,0.680352
221,28.585546,12.977433,102.078227,12.983856,0.088335,105.760487,98.346378,0.439049
221.5,28.592489,12.972525,102.096772,12.972287,0.088299,105.777412,98.36471,0.284553
222,28.592489,12.972525,102.096772,12.966502,0.088326,105.777412,98.36471,0.16984
222.5,28.581853,12.963306,102.12188,12.972287,0.088341,105.782037,98.389645,0.100758
223,28.591504,12.950821,102.122775,12.949149,0.088424,105.816428,98.410835,0.062646
223.5,28.591504,12.950821,102.122775,12.943364,0.08847,105.816428,98.410835,0
224,28.590716,12.938697,102.156336,12.937579,0.088488,105.825087,98.43099,0
224.5,28.590716,12.938697,102.156336,12.931795,0.08842,105.825087,98.43099,0
225,28.583577,12.926185,102.193277,12.931795,0.088455,105.8458,98.462331,0
225.5,28.590125,12.914206,102.20347,12.914441,0.08847,105.86302,98.463711,0
226,28.590125,12.914206,102.20347,12.908657,0.088477,105.86302,98.463711,0
226.5,28.576831,12.902463,102.217292,12.902872,0.088449,105.869761,98.491849,0
227,28.576831,12.902463,102.217292,12.897088,0.088571,105.869761,98.491849,0
227.5,28.588993,12.891402,102.243245,12.885519,0.08862,105.895591,98.508357,0
228,28.588993,12.891402,102.243245,12.885519,0.088635,105.895591,98.508357,0
228.5,28.583527,12.881731,102.266911,12.879734,0.088647,105.886833,98.53827,0
229,28.574763,12.871718,102.285606,12.87395,0.088652,105.903413,98.537383,0
229.5,28.574763,12.871718,102.285606,12.868165,0.08854,105.903413,98.537383,0
230,28.578997,12.862213,102.30614,12.862381,0.088562,105.91163,98.566851,0
230.5,28.578997,12.862213,102.30614,12.862381,0.08864,105.91163,98.566851,0
231,28.568854,12.853366,102.319813,12.856596,0.088694,105.913942,98.575721,0
231.5,28.576043,12.844341,102.348948,12.845027,0.088769,105.934951,98.587253,0
232,28.576043,12.844341,102.348948,12.845027,0.088755,105.934951,98.587253,0
232.5,28.572793,12.836934,102.346661,12.839243,0.08875,105.933032,98.615637,0
233,28.572793,12.836934,102.346661,12.833458,0.088639,105.933032,98.615637,0
233.5,28.571759,12.82897,102.368389,12.827674,0.088678,105.943708,98.617116,0
234,28.567524,12.821646,102.388724,12.827674,0.088694,105.950055,98.630864,0
234.5,28.567524,12.821646,102.388724,12.816105,0.088711,105.950055,98.630864,0
235,28.55812,12.81503,102.410948,12.816105,0.088799,105.957829,98.650625,0
235.5,28.55812,12.81503,102.410948,12.816105,0.08878,105.957829,98.650625,0
236,28.566441,12.807956,102.423676,12.816105,0.088822,105.972835,98.649492,0
236.5,28.566441,12.807956,102.423676,12.804536,0.088743,105.972835,98.649492,0
237,28.569839,12.801866,102.445951,12.804536,0.088672,105.964175,98.671569,0
237.5,28.561911,12.795516,102.471606,12.798751,0.088713,105.979231,98.685169,0
238,28.561911,12.795516,102.471606,12.798751,0.088823,105.979231,98.685169,0
238.5,28.568558,12.79006,102.488709,12.787182,0.08882,105.98789,98.691526,0
239,28.568558,12.79006,102.488709,12.787182,0.088884,105.98789,98.691526,0
239.5,28.559991,12.785293,102.486124,12.787182,0.088853,105.993351,98.700495,0
240,28.559646,12.781505,102.512177,12.781398,0.088755,105.995319,98.703797,0
240.5,28.559646,12.781505,102.512177,12.781398,0.088745,105.995319,98.703797,0
241,28.560729,12.778754,102.538429,12.781398,0.088752,105.982527,98.706754,0
241.5,28.560729,12.778754,102.538429,12.775613,0.088799,105.982527,98.706754,0
242,28.559006,12.775372,102.540169,12.775613,0.088931,105.998419,98.722079,0
242.5,28.565112,12.771252,102.569752,12.775613,0.088918,105.996451,98.709267,0
243,28.565112,12.771252,102.569752,12.769829,0.088913,105.996451,98.709267,0
243.5,28.556495,12.764476,102.575619,12.75826,0.088895,106.001026,98.721439,0
244,28.556495,12.764476,102.575619,12.75826,0.08879,106.001026,98.721439,0
244.5,28.561813,12.756482,102.603312,12.75826,0.08881,106.004273,98.730752,0
245,28.561813,12.756482,102.603312,12.746691,0.088836,106.004273,98.730752,0
245.5,28.562256,12.749627,102.608483,12.740906,0.088885,105.993548,98.734251,0
246,28.555264,12.74097,102.618527,12.740906,0.088959,105.998222,98.730013,0
246.5,28.555264,12.74097,102.618527,12.735122,0.088953,105.998222,98.730013,0
247,28.564866,12.735504,102.645524,12.735122,0.088886,105.992957,98.742826,0
247.5,28.564866,12.735504,102.645524,12.735122,0.088884,105.992957,98.742826,0
248,28.56004,12.72984,102.645176,12.729337,0.088885,105.983708,98.740608,0
248.5,28.558071,12.724151,102.658053,12.729337,0.088826,105.984101,98.747901,0
249,28.558071,12.724151,102.658053,12.723553,0.088792,105.984101,98.747901,0
249.5,28.565062,12.719371,102.683659,12.717768,0.088908,105.982675,98.741692,0
250,28.565062,12.719371,102.683659,12.717768,0.088954,105.982675,98.741692,0
250.5,28.556643,12.71422,102.691515,12.711983,0.089029,105.989267,98.741544,0
251,28.569199,12.708216,102.701309,12.717768,0.089019,105.984397,98.734497,0
251.5,28.569199,12.708216,102.701309,12.706199,0.088891,105.984397,98.734497,0
252,28.563142,12.703928,102.723037,12.706199,0.088878,105.965602,98.723508,0
252.5,28.563142,12.703928,102.723037,12.717768,0.088863,105.965602,98.723508,0
253,28.565358,12.699942,102.732086,12.700414,0.088847,105.9719,98.723213,0
253.5,28.565358,12.699942,102.732086,12.700414,0.088865,105.9719,98.723213,0
254,28.568706,12.695681,102.750879,12.69463,0.08888,105.950153,98.733216,0
254.5,28.551029,12.691886,102.759531,12.69463,0.088994,105.952564,98.727746,0
255,28.551029,12.691886,102.759531,12.69463,0.088996,105.952564,98.727746,0
255.5,28.550882,12.688376,102.774397,12.69463,0.089,105.93805,98.713061,0
256,28.550882,12.688376,102.774397,12.683061,0.08891,105.93805,98.713061,0
256.5,28.553639,12.682917,102.790207,12.683061,0.088853,105.936771,98.717102,0
257,28.547533,12.67922,102.775391,12.677276,0.088845,105.933376,98.701924,0
257.5,28.547533,12.67922,102.775391,12.683061,0.088916,105.933376,98.701924,0
258,28.552211,12.674995,102.801245,12.677276,0.088931,105.92083,98.692709,0
258.5,28.552211,12.674995,102.801245,12.671492,0.089018,105.92083,98.692709,0
259,28.539901,12.67227,102.797516,12.671492,0.088907,105.906267,98.704733,0
259.5,28.549651,12.669158,102.813029,12.671492,0.088941,105.901101,98.690294,0
260,28.549651,12.669158,102.813029,12.665707,0.088907,105.901101,98.690294,0
260.5,28.544825,12.665376,102.827348,12.665707,0.088868,105.890769,98.684184,0
261,28.544825,12.665376,102.827348,12.665707,0.088889,105.890769,98.684184,0
261.5,28.537587,12.661791,102.832817,12.665707,0.088818,105.890129,98.679601,0
262,28.537587,12.661791,102.832817,12.665707,0.088855,105.890129,98.679601,0
262.5,28.553934,12.656853,102.836596,12.665707,0.088857,105.858838,98.662551,0
263,28.529068,12.652871,102.839827,12.654138,0.088886,105.851999,98.662206,0
263.5,28.529068,12.652871,102.839827,12.648354,0.088977,105.851999,98.662206,0
264,28.550783,12.650954,102.845495,12.648354,0.088971,105.846292,98.651463,0
264.5,28.550783,12.650954,102.845495,12.654138,0.088978,105.846292,98.651463,0
265,28.550044,12.647326,102.861107,12.648354,0.088971,105.83291,98.637369,0
265.5,28.535716,12.643935,102.854743,12.648354,0.088823,105.819773,98.628942,0
266,28.535716,12.643935,102.854743,12.642569,0.088815,105.819773,98.628942,0
266.5,28.540197,12.640658,102.860411,12.636785,0.088851,105.8089,98.616426,0
267,28.540197,12.640658,102.860411,12.636785,0.088972,105.8089,98.616426,0
267.5,28.545022,12.63665,102.873338,12.636785,0.088981,105.804915,98.609428,0
268,28.536996,12.632162,102.870802,12.636785,0.088888,105.785776,98.601396,0
268.5,28.536996,12.632162,102.870802,12.636785,0.088894,105.785776,98.601396,0
269,28.539901,12.628574,102.879851,12.631,0.088847,105.778199,98.586612,0
269.5,28.539901,12.628574,102.879851,12.631,0.088887,105.778199,98.586612,0
270,28.533697,12.625402,102.880249,12.625216,0.088935,105.773771,98.561036,0
270.5,28.533697,12.625402,102.880249,12.631,0.088916,105.773771,98.561036,0
271,28.54389,12.622333,102.881045,12.619431,0.088836,105.744251,98.558868,0
271.5,28.531727,12.618508,102.876073,12.619431,0.088967,105.743218,98.533982,0
272,28.531727,12.618508,102.876073,12.619431,0.088959,105.743218,98.533982,0
272.5,28.537981,12.614309,102.870057,12.619431,0.088942,105.719553,98.519741,0
273,28.537981,12.614309,102.870057,12.619431,0.088935,105.719553,98.519741,0
273.5,28.537095,12.610061,102.881045,12.619431,0.088913,105.691607,98.514862,0
274,28.529659,12.605376,102.871101,12.602078,0.088897,105.684916,98.491159,0
274.5,28.529659,12.605376,102.871101,12.607862,0.088776,105.684916,98.491159,0
275,28.541378,12.601568,102.864239,12.602078,0.088847,105.661447,98.477065,0
275.5,28.541378,12.601568,102.864239,12.602078,0.088911,105.661447,98.477065,0
276,28.530792,12.597451,102.872045,12.596293,0.08888,105.648311,98.465781,0
276.5,28.532023,12.592766,102.852108,12.596293,0.088856,105.624646,98.439811,0
277,28.532023,12.592766,102.852108,12.596293,0.08883,105.624646,98.439811,0
277.5,28.542757,12.588416,102.842612,12.590509,0.088815,105.600931,98.438727,0
278,28.542757,12.588416,102.842612,12.590509,0.088863,105.600931,98.438727,0
278.5,28.525769,12.583252,102.846092,12.584724,0.088863,105.595027,98.426604,0
279,28.525769,12.583252,102.846092,12.584724,0.088879,105.595027,98.426604,0
279.5,28.530053,12.578397,102.828491,12.57894,0.08882,105.564327,98.395411,0
280,28.517842,12.572376,102.825856,12.57894,0.088835,105.556455,98.387477,0
280.5,28.517842,12.572376,102.825856,12.573155,0.088876,105.556455,98.387477,0
281,28.527591,12.567537,102.810592,12.567371,0.088867,105.550747,98.363626,0
281.5,28.527591,12.567537,102.810592,12.567371,0.088885,105.550747,98.363626,0
282,28.524538,12.562139,102.793688,12.561586,0.088851,105.518275,98.346378,0
282.5,28.523701,12.557153,102.788616,12.555802,0.088786,105.496135,98.330313,0
283,28.523701,12.557153,102.788616,12.555802,0.088797,105.496135,98.330313,0
283.5,28.521338,12.550918,102.765845,12.550017,0.088778,105.46814,98.308039,0
284,28.521338,12.550918,102.765845,12.544233,0.088786,105.46814,98.308039,0
284.5,28.515626,12.544582,102.739643,12.544233,0.088789,105.454266,98.287392,0
285,28.521486,12.538578,102.713789,12.538448,0.088854,105.444672,98.27315,0
285.5,28.521486,12.538578,102.713789,12.538448,0.088833,105.444672,98.27315,0
286,28.52119,12.531296,102.703298,12.538448,0.088803,105.422581,98.248954,0
286.5,28.52119,12.531296,102.703298,12.526879,0.088834,105.422581,98.248954,0
287,28.514641,12.525265,102.668594,12.526879,0.088847,105.411905,98.225202,0
287.5,28.514641,12.525265,102.668594,12.526879,0.08873,105.411905,98.225202,0
288,28.531481,12.51801,102.641696,12.51531,0.088744,105.373234,98.212882,0
288.5,28.524292,12.511319,102.61256,12.51531,0.088757,105.359408,98.192826,0
289,28.524292,12.511319,102.61256,12.509526,0.088758,105.359408,98.192826,0
289.5,28.518039,12.504556,102.586557,12.497956,0.088876,105.332742,98.167151,0
290,28.518039,12.504556,102.586557,12.497956,0.088857,105.332742,98.167151,0
