time_t,RecupHP_out_T,RecupHP_out_P,Turbine_in_T,Turbine_in_P,Cycle_Mdot,HotOil_Evap_in_T,HotOil_Evap_out_T,HotOil_Mdot
290.5,28.524095,12.496477,102.531021,12.497956,0.08884,105.311783,98.145469,0
291,28.518433,12.489129,102.507702,12.492172,0.088769,105.296383,98.126644,0
291.5,28.518433,12.489129,102.507702,12.492172,0.088783,105.296383,98.126644,0
292,28.524145,12.481835,102.452762,12.486387,0.088794,105.255842,98.111368,0
292.5,28.524145,12.481835,102.452762,12.480603,0.088704,105.255842,98.111368,0
293,28.513361,12.47364,102.414727,12.480603,0.088795,105.24428,98.089735,0
293.5,28.511589,12.465009,102.375001,12.469034,0.088803,105.213186,98.066918,0
294,28.511589,12.465009,102.375001,12.463249,0.088837,105.213186,98.066918,0
294.5,28.517694,12.457012,102.306637,12.457465,0.088829,105.199065,98.04834,0
295,28.517694,12.457012,102.306637,12.457465,0.088704,105.199065,98.04834,0
295.5,28.511195,12.449005,102.252195,12.45168,0.088697,105.176581,98.032078,0
296,28.511195,12.449005,102.252195,12.445896,0.088747,105.176581,98.032078,0
296.5,28.514346,12.439832,102.242947,12.434327,0.08874,105.165117,97.996746,0
297,28.512967,12.430095,102.156932,12.428542,0.088728,105.13481,97.980631,0
297.5,28.512967,12.430095,102.156932,12.422758,0.088808,105.13481,97.980631,0
298,28.499328,12.420528,102.066841,12.422758,0.088823,105.123396,97.955598,0
298.5,28.499328,12.420528,102.066841,12.422758,0.088803,105.123396,97.955598,0
299,28.500953,12.410193,102.021646,12.39962,0.08879,105.086053,97.933767,0
299.5,28.50632,12.399924,101.949702,12.405404,0.088674,105.060567,97.914894,0
300,28.50632,12.399924,101.949702,12.393835,0.088662,105.060567,97.914894,0
300.5,28.503415,12.389639,101.882084,12.388051,0.088751,105.042216,97.881138,0
301,28.503415,12.389639,101.882084,12.376482,0.088753,105.042216,97.881138,0
301.5,28.497998,12.378572,101.783789,12.376482,0.08879,105.009744,97.86118,0
302,28.500066,12.367288,101.688924,12.364913,0.088642,104.993065,97.855365,0
302.5,28.500066,12.367288,101.688924,12.364913,0.08866,104.993065,97.855365,0
303,28.501494,12.356083,101.600473,12.359128,0.08877,104.957837,97.820673,0
303.5,28.501494,12.356083,101.600473,12.359128,0.088777,104.957837,97.820673,0
304,28.490563,12.344554,101.493328,12.341775,0.088835,104.949031,97.809486,0
304.5,28.490563,12.344554,101.493328,12.341775,0.088697,104.949031,97.809486,0
305,28.499377,12.33156,101.399806,12.341775,0.088691,104.915575,97.776223,0
305.5,28.505237,12.319649,101.276999,12.324421,0.088744,104.890925,97.754984,0
306,28.505237,12.319649,101.276999,12.307068,0.088743,104.890925,97.754984,0
306.5,28.498589,12.306612,101.163739,12.307068,0.088728,104.871787,97.730837,0
307,28.498589,12.306612,101.163739,12.295499,0.088727,104.871787,97.730837,0
307.5,28.50046,12.292906,101.019006,12.295499,0.088745,104.854468,97.706001,0
308,28.486378,12.279341,100.89426,12.28393,0.088735,104.824948,97.67052,0
308.5,28.486378,12.279341,100.89426,12.27236,0.08874,104.824948,97.67052,0
309,28.490317,12.266317,100.771901,12.266576,0.088842,104.784456,97.65002,0
309.5,28.490317,12.266317,100.771901,12.255007,0.088847,104.784456,97.65002,0
310,28.49337,12.252072,100.68524,12.243438,0.08884,104.7879,97.637996,0
310.5,28.484507,12.237358,100.530265,12.237653,0.08884,104.74977,97.600495,0
311,28.484507,12.237358,100.530265,12.231869,0.088757,104.74977,97.600495,0
311.5,28.490809,12.223743,100.40184,12.2203,0.088745,104.725515,97.574476,0
312,28.490809,12.223743,100.40184,12.2203,0.088812,104.725515,97.574476,0
312.5,28.486673,12.208954,100.212757,12.202946,0.088851,104.70549,97.553927,0
313,28.486673,12.208954,100.212757,12.191377,0.088776,104.70549,97.553927,0
313.5,28.4817,12.194239,100.07225,12.185593,0.088807,104.668049,97.524261,0
314,28.488397,12.178773,99.879389,12.179808,0.088826,104.643843,97.500903,0
314.5,28.488397,12.178773,99.879389,12.162455,0.088838,104.643843,97.500903,0
315,28.472099,12.163415,99.687274,12.15667,0.088834,104.612601,97.482818,0
315.5,28.472099,12.163415,99.687274,12.150886,0.088914,104.612601,97.482818,0
316,28.479337,12.147378,99.529912,12.139317,0.088917,104.594987,97.463648,0
316.5,28.474117,12.132086,99.309655,12.133532,0.088903,104.573733,97.436298,0
317,28.474117,12.132086,99.309655,12.133532,0.08893,104.573733,97.436298,0
317.5,28.469587,12.116288,99.117739,12.116179,0.088876,104.537915,97.412694,0
318,28.469587,12.116288,99.117739,12.10461,0.088862,104.537915,97.412694,0
318.5,28.474462,12.100143,98.876948,12.098825,0.088907,104.516316,97.387118,0
319,28.477761,12.084352,98.66226,12.087256,0.088894,104.481532,97.358241,0
319.5,28.477761,12.084352,98.66226,12.075687,0.088904,104.481532,97.358241,0
320,28.479091,12.067651,98.457516,12.069903,0.088984,104.458408,97.334538,0
320.5,28.479091,12.067651,98.457516,12.069903,0.089036,104.458408,97.334538,0
321,28.481503,12.051492,98.205588,12.04098,0.088993,104.439613,97.316847,0
321.5,28.481503,12.051492,98.205588,12.04098,0.089002,104.439613,97.316847,0
322,28.483473,12.034634,97.974144,12.023626,0.089024,104.403353,97.275305,0
322.5,28.481651,12.017747,97.853973,12.012057,0.089027,104.397301,97.265695,0
323,28.481651,12.017747,97.853973,12.006273,0.089013,104.397301,97.265695,0
323.5,28.478697,12.000714,97.580516,11.994704,0.089086,104.370733,97.231693,0
324,28.478697,12.000714,97.580516,11.983135,0.089051,104.370733,97.231693,0
324.5,28.481897,11.983216,97.279714,11.971566,0.08904,104.327831,97.198874,0
325,28.485984,11.966874,97.055082,11.959997,0.089087,104.309627,97.184681,0
325.5,28.485984,11.966874,97.055082,11.959997,0.089115,104.309627,97.184681,0
326,28.47978,11.948893,96.777798,11.959997,0.089191,104.271595,97.171179,0
326.5,28.47978,11.948893,96.777798,11.931074,0.089175,104.271595,97.171179,0
327,28.484901,11.931148,96.504291,11.92529,0.089202,104.262247,97.134811,0
327.5,28.485984,11.913023,96.18927,11.913721,0.089102,104.228693,97.097507,0
328,28.485984,11.913023,96.18927,11.913721,0.0891,104.228693,97.097507,0
328.5,28.4882,11.894645,95.901196,11.890583,0.089176,104.1944,97.09051,0
329,28.4882,11.894645,95.901196,11.879014,0.0892,104.1944,97.09051,0
329.5,28.493813,11.875879,95.562707,11.867445,0.089219,104.177771,97.056704,0
330,28.493813,11.875879,95.562707,11.867445,0.089283,104.177771,97.056704,0
330.5,28.481897,11.857265,95.2716,11.844307,0.089303,104.132654,97.035958,0
331,28.502676,11.838778,94.97756,11.832737,0.089177,104.119665,96.99619,0
331.5,28.502676,11.838778,94.97756,11.821168,0.089171,104.119665,96.99619,0
332,28.496817,11.819645,94.620973,11.815384,0.089234,104.082421,96.977267,0
332.5,28.496817,11.819645,94.620973,11.79803,0.089244,104.082421,96.977267,0
333,28.502676,11.799169,94.307791,11.786461,0.089275,104.060822,96.954599,0
333.5,28.508683,11.779498,93.977555,11.774892,0.089358,104.026333,96.918527,0
334,28.508683,11.779498,93.977555,11.763323,0.089284,104.026333,96.918527,0
334.5,28.507305,11.760089,93.611372,11.751754,0.08932,103.996222,96.899357,0
335,28.507305,11.760089,93.611372,11.734401,0.089366,103.996222,96.899357,0
335.5,28.519418,11.740417,93.277855,11.734401,0.089474,103.970245,96.879104,0
336,28.515183,11.72086,93.063664,11.717047,0.089512,103.955829,96.845249,0
336.5,28.515183,11.72086,93.063664,11.705478,0.089465,103.955829,96.845249,0
337,28.529216,11.700907,92.719606,11.699694,0.089478,103.926801,96.820364,0
337.5,28.529216,11.700907,92.719606,11.68234,0.089511,103.926801,96.820364,0
338,28.537291,11.681209,92.388873,11.676556,0.089639,103.915337,96.798878,0
338.5,28.537291,11.681209,92.388873,11.659202,0.089677,103.915337,96.798878,0
339,28.53286,11.661274,91.986644,11.647633,0.089673,103.867171,96.763397,0
339.5,28.545958,11.641028,91.642238,11.636064,0.089725,103.841685,96.749846,0
340,28.545958,11.641028,91.642238,11.63028,0.089718,103.841685,96.749846,0
340.5,28.546352,11.620684,91.233943,11.612926,0.089748,103.809114,96.733485,0
341,28.546352,11.620684,91.233943,11.601357,0.089775,103.809114,96.733485,0
341.5,28.553934,11.600467,90.870594,11.589788,0.08989,103.781956,96.68805,0
342,28.570676,11.579584,90.512117,11.572434,0.089926,103.767983,96.671788,0
342.5,28.570676,11.579584,90.512117,11.56665,0.089973,103.767983,96.671788,0
343,28.577372,11.559217,90.085327,11.555081,0.089915,103.726163,96.64365,0
343.5,28.577372,11.559217,90.085327,11.549296,0.089941,103.726163,96.64365,0
344,28.590273,11.538741,89.708355,11.526158,0.089976,103.702842,96.610436,0
344.5,28.595739,11.518583,89.278084,11.514589,0.090057,103.66299,96.586388,0
345,28.595739,11.518583,89.278084,11.50302,0.090155,103.66299,96.586388,0
345.5,28.598398,11.498045,88.911006,11.497236,0.090187,103.636373,96.563178,0
346,28.598398,11.498045,88.911006,11.479882,0.090097,103.636373,96.563178,0
346.5,28.614056,11.477126,88.527172,11.462529,0.090121,103.621564,96.527993,0
347,28.614056,11.477126,88.527172,11.456744,0.09015,103.621564,96.527993,0
347.5,28.619817,11.456981,88.098045,11.445175,0.090175,103.5732,96.507936,0
348,28.634933,11.436263,87.70382,11.433606,0.090172,103.556423,96.466,0
348.5,28.634933,11.436263,87.70382,11.416253,0.090291,103.556423,96.466,0
349,28.643452,11.415777,87.52841,11.404684,0.090323,103.535907,96.451561,0
349.5,28.643452,11.415777,87.52841,11.404684,0.090276,103.535907,96.451561,0
350,28.650788,11.395728,87.083969,11.404684,0.090327,103.50309,96.423078,0
350.5,28.668219,11.375209,86.675127,11.364192,0.090355,103.465255,96.400558,0
351,28.668219,11.375209,86.675127,11.364192,0.090384,103.465255,96.400558,0
351.5,28.663541,11.355143,86.25649,11.364192,0.090511,103.44838,96.369611,0
352,28.663541,11.355143,86.25649,11.335269,0.09053,103.44838,96.369611,0
352.5,28.683336,11.335016,85.863559,11.329485,0.090506,103.423288,96.35803,0
353,28.697763,11.315173,85.492006,11.312131,0.090534,103.39667,96.325704,0
353.5,28.697763,11.315173,85.492006,11.306347,0.090502,103.39667,96.325704,0
354,28.700028,11.294648,85.051244,11.288993,0.090528,103.359377,96.306682,0
354.5,28.700028,11.294648,85.051244,11.277424,0.090665,103.359377,96.306682,0
355,28.722432,11.274668,84.65871,11.265855,0.090695,103.338319,96.266569,0
355.5,28.722432,11.274668,84.65871,11.254286,0.090713,103.338319,96.266569,0
356,28.72386,11.254842,84.221428,11.236933,0.090744,103.308356,96.236558,0
356.5,28.743112,11.235571,83.846793,11.231148,0.090705,103.287446,96.210342,0
357,28.743112,11.235571,83.846793,11.219579,0.090743,103.287446,96.210342,0
357.5,28.758672,11.215673,83.465197,11.20801,0.090842,103.254581,96.179149,0
358,28.758672,11.215673,83.465197,11.196441,0.090854,103.254581,96.179149,0
358.5,28.768766,11.196474,83.016182,11.184872,0.090872,103.223142,96.162591,0
359,28.790333,11.177374,82.64811,11.173303,0.09088,103.197853,96.126962,0
359.5,28.790333,11.177374,82.64811,11.167519,0.090811,103.197853,96.126962,0
360,28.797571,11.157761,82.348849,11.161734,0.090853,103.155246,96.104935,0
360.5,28.797571,11.157761,82.348849,11.14438,0.090993,103.155246,96.104935,0
361,28.822043,11.138759,81.836491,11.14438,0.09105,103.127694,96.074776,0
361.5,28.842526,11.11956,81.4453,11.115458,0.091079,103.101962,96.04718,0
362,28.842526,11.11956,81.4453,11.103889,0.091111,103.101962,96.04718,0
362.5,28.850749,11.100437,81.199487,11.098104,0.091146,103.080658,96.010862,0
363,28.850749,11.100437,81.199487,11.080751,0.09115,103.080658,96.010862,0
363.5,28.880195,11.082141,80.832907,11.074966,0.09104,103.045972,96.007708,0
364,28.880195,11.082141,80.832907,11.063397,0.091047,103.045972,96.007708,0
364.5,28.895804,11.063852,80.448079,11.051828,0.091154,103.03446,95.97548,0
365,28.925298,11.045411,80.010599,11.051828,0.091192,103.006908,95.935071,0
365.5,28.925298,11.045411,80.010599,11.040259,0.091252,103.006908,95.935071,0
366,28.956614,11.026721,79.648393,11.02869,0.091256,102.965186,95.915705,0
366.5,28.956614,11.026721,79.648393,11.017121,0.091162,102.965186,95.915705,0
367,28.960455,11.008658,79.211858,11.005552,0.091157,102.937289,95.883427,0
367.5,28.996006,10.991235,78.865214,10.993983,0.09123,102.914657,95.856077,0
368,28.996006,10.991235,78.865214,10.97663,0.091313,102.914657,95.856077,0
368.5,29.00802,10.972693,78.489336,10.97663,0.091345,102.885088,95.836612,0
369,29.00802,10.972693,78.489336,10.959276,0.091274,102.885088,95.836612,0
369.5,29.038795,10.954847,78.067567,10.953492,0.091272,102.849664,95.798175,0
370,29.067354,10.936731,77.710483,10.941922,0.09133,102.824818,95.775359,0
370.5,29.067354,10.936731,77.710483,10.930353,0.091356,102.824818,95.775359,0
371,29.086311,10.91945,77.290205,10.918784,0.091413,102.792494,95.751064,0
371.5,29.086311,10.91945,77.290205,10.901431,0.091432,102.792494,95.751064,0
372,29.126195,10.901745,76.944755,10.901431,0.09144,102.762088,95.718737,0
372.5,29.126195,10.901745,76.944755,10.884077,0.091391,102.762088,95.718737,0
373,29.155443,10.884463,76.602289,10.866724,0.09139,102.730206,95.696069,0
373.5,29.191732,10.867149,76.24421,10.860939,0.091473,102.707378,95.665911,0
374,29.191732,10.867149,76.24421,10.860939,0.091527,102.707378,95.665911,0
374.5,29.226938,10.849529,75.855305,10.84937,0.091539,102.673331,95.649254,0
375,29.226938,10.849529,75.855305,10.832017,0.091488,102.673331,95.649254,0
375.5,29.255103,10.832779,75.674377,10.826232,0.091499,102.648879,95.615351,0
376,29.297597,10.815744,75.288256,10.814663,0.091518,102.61375,95.589627,0
376.5,29.297597,10.815744,75.288256,10.808879,0.091549,102.61375,95.589627,0
377,29.338416,10.798262,74.962247,10.808879,0.091626,102.580146,95.559863,0
377.5,29.338416,10.798262,74.962247,10.785741,0.091643,102.580146,95.559863,0
378,29.363726,10.780944,74.556935,10.779956,0.091599,102.577342,95.545473,0
378.5,29.413704,10.764359,74.241565,10.768387,0.091591,102.539359,95.516842,0
379,29.413704,10.764359,74.241565,10.751034,0.091616,102.539359,95.516842,0
379.5,29.45408,10.746979,73.902032,10.751034,0.091686,102.520762,95.485452,0
380,29.45408,10.746979,73.902032,10.73368,0.091695,102.520762,95.485452,0
380.5,29.484362,10.730498,73.522574,10.727896,0.091699,102.485977,95.463671,0
381,29.484362,10.730498,73.522574,10.722111,0.091682,102.485977,95.463671,0
381.5,29.531977,10.714641,73.213568,10.698973,0.09169,102.458524,95.435877,0
382,29.564376,10.69778,72.835254,10.693188,0.09168,102.427823,95.399707,0
382.5,29.564376,10.69778,72.835254,10.681619,0.09171,102.427823,95.399707,0
383,29.618195,10.680561,72.525303,10.681619,0.091776,102.398106,95.377482,0
383.5,29.618195,10.680561,72.525303,10.664266,0.091781,102.398106,95.377482,0
384,29.654829,10.664087,72.211972,10.664266,0.091759,102.374441,95.348112,0
384.5,29.709878,10.647225,71.849419,10.646912,0.091718,102.336262,95.320368,0
385,29.709878,10.647225,71.849419,10.635343,0.09172,102.336262,95.320368,0
385.5,29.764633,10.631352,71.553837,10.629559,0.091768,102.311711,95.295975,0
386,29.764633,10.631352,71.553837,10.623774,0.091774,102.311711,95.295975,0
386.5,29.806437,10.614822,71.381261,10.612205,0.09178,102.291637,95.251772,0
387,29.862274,10.598431,70.916982,10.600636,0.091757,102.251539,95.241769,0
387.5,29.862274,10.598431,70.916982,10.589067,0.091735,102.251539,95.241769,0
388,29.908707,10.580942,70.599872,10.577498,0.091736,102.216902,95.221663,0
388.5,29.908707,10.580942,70.599872,10.565929,0.091694,102.216902,95.221663,0
389,29.97129,10.564668,70.398807,10.560145,0.091753,102.197567,95.179579,0
389.5,29.97129,10.564668,70.398807,10.542791,0.091744,102.197567,95.179579,0
390,30.020973,10.548345,70.119037,10.542791,0.091714,102.162635,95.169723,0
390.5,30.071,10.531806,69.828527,10.525438,0.091676,102.154418,95.129906,0
391,30.071,10.531806,69.828527,10.519653,0.091643,102.154418,95.129906,0
391.5,30.133091,10.515618,69.488098,10.508084,0.091648,102.115698,95.100585,0
392,30.133091,10.515618,69.488098,10.508084,0.091585,102.115698,95.100585,0
392.5,30.187205,10.49961,69.212156,10.49073,0.091653,102.072795,95.075551,0
393,30.214582,10.483608,68.886494,10.484946,0.091611,102.059511,95.042781,0
393.5,30.214582,10.483608,68.886494,10.484946,0.091606,102.059511,95.042781,0
394,30.285536,10.467824,68.615474,10.467592,0.091583,102.020938,95.020162,0
394.5,30.285536,10.467824,68.615474,10.456023,0.091514,102.020938,95.020162,0
395,30.334431,10.451412,68.341869,10.444454,0.091566,102.005736,94.998726,0
395.5,30.404055,10.435641,68.023019,10.432885,0.091554,101.965736,94.967779,0
396,30.404055,10.435641,68.023019,10.432885,0.091549,101.965736,94.967779,0
396.5,30.456594,10.419919,67.750855,10.421316,0.091485,101.935871,94.938359,0
397,30.456594,10.419919,67.750855,10.415532,0.091474,101.935871,94.938359,0
397.5,30.513318,10.403924,67.432403,10.403963,0.091519,101.9126,94.913917,0
398,30.513318,10.403924,67.432403,10.392394,0.091506,101.9126,94.913917,0
398.5,30.5857,10.38768,67.173713,10.380825,0.091516,101.879341,94.883956,0
399,30.630655,10.372516,66.918951,10.380825,0.091502,101.860005,94.860647,0
399.5,30.630655,10.372516,66.918951,10.369256,0.091436,101.860005,94.860647,0
400,30.703628,10.356971,66.715102,10.369256,0.091451,101.819464,94.842118,0
400.5,30.703628,10.356971,66.715102,10.334549,0.091505,101.819464,94.842118,0
401,30.754148,10.341072,66.380143,10.328764,0.09149,101.798161,94.824378,0
401.5,30.802156,10.3255,66.24769,10.328764,0.091479,101.774495,94.795648,0
402,30.802156,10.3255,66.24769,10.317195,0.091485,101.774495,94.795648,0
402.5,30.885321,10.310001,65.958125,10.305626,0.091404,101.734938,94.770072,0
403,30.885321,10.310001,65.958125,10.294057,0.091398,101.734938,94.770072,0
403.5,30.929489,10.294778,65.713357,10.294057,0.091429,101.70655,94.734148,0
404,31.008568,10.279033,65.421604,10.276704,0.09142,101.69179,94.714831,0
404.5,31.008568,10.279033,65.421604,10.265134,0.091426,101.69179,94.714831,0
405,31.067458,10.26338,65.197568,10.265134,0.091411,101.65735,94.688171,0
405.5,31.067458,10.26338,65.197568,10.247781,0.091342,101.65735,94.688171,0
406,31.119405,10.247582,64.967517,10.241996,0.091385,101.643722,94.64791,0
406.5,31.119405,10.247582,64.967517,10.230427,0.091382,101.643722,94.64791,0
407,31.164706,10.232198,64.682526,10.218858,0.091387,101.600475,94.636527,0
407.5,31.217983,10.216492,64.463015,10.218858,0.09139,101.579122,94.601145,0
408,31.217983,10.216492,64.463015,10.207289,0.091362,101.579122,94.601145,0
408.5,31.284702,10.201289,64.190951,10.189936,0.091277,101.539221,94.574682,0
409,31.284702,10.201289,64.190951,10.178367,0.091309,101.539221,94.574682,0
409.5,31.357921,10.185921,63.969153,10.178367,0.09132,101.511718,94.551965,0
410,31.403221,10.17039,63.75531,10.166798,0.091303,101.489922,94.51747,0
410.5,31.403221,10.17039,63.75531,10.155229,0.091273,101.489922,94.51747,0
411,31.491508,10.15492,63.500051,10.155229,0.091211,101.454744,94.490366,0
411.5,31.491508,10.15492,63.500051,10.137875,0.091268,101.454744,94.490366,0
412,31.537793,10.139484,63.288992,10.132091,0.091244,101.419025,94.48741,0
412.5,31.600327,10.124592,63.17956,10.126306,0.091206,101.389505,94.438574,0
413,31.600327,10.124592,63.17956,10.114737,0.091179,101.389505,94.438574,0
413.5,31.668917,10.110111,62.882785,10.108953,0.091133,101.360132,94.415512,0
414,31.668917,10.110111,62.882785,10.097384,0.091133,101.360132,94.415512,0
414.5,31.733076,10.09542,62.614798,10.097384,0.091161,101.344684,94.394421,0
415,31.733076,10.09542,62.614798,10.091599,0.091133,101.344684,94.394421,0
415.5,31.809299,10.080039,62.471905,10.074246,0.091114,101.305816,94.369831,0
416,31.857701,10.065157,62.263432,10.062677,0.091123,101.283676,94.350908,0
416.5,31.857701,10.065157,62.263432,10.051107,0.091065,101.283676,94.350908,0
417,31.92831,10.050174,62.074796,10.039538,0.091038,101.271917,94.322769,0
417.5,31.92831,10.050174,62.074796,10.027969,0.091004,101.271917,94.322769,0
418,32.000692,10.03544,61.825703,10.027969,0.09099,101.220699,94.278665,0
418.5,32.059435,10.020679,61.638708,10.0164,0.090989,101.198067,94.258953,0
419,32.059435,10.020679,61.638708,10.004831,0.09101,101.198067,94.258953,0
419.5,32.105424,10.00567,61.405226,10.004831,0.090978,101.173418,94.237221,0
420,32.105424,10.00567,61.405226,9.993262,0.090946,101.173418,94.237221,0
420.5,32.158455,9.991169,61.217436,9.993262,0.090952,101.148228,94.204205,0
421,32.253832,9.976645,61.018609,9.975909,0.090949,101.121414,94.168724,0
421.5,32.253832,9.976645,61.018609,9.970124,0.090886,101.121414,94.168724,0
422,32.302283,9.962347,60.801783,9.970124,0.090829,101.095977,94.149653,0
422.5,32.302283,9.962347,60.801783,9.946986,0.090838,101.095977,94.149653,0
423,32.364424,9.948142,60.613943,9.941202,0.090853,101.06877,94.136841,0
423.5,32.364424,9.948142,60.613943,9.929633,0.090847,101.06877,94.136841,0
424,32.43715,9.933779,60.400995,9.923848,0.090795,101.031574,94.102395,0
424.5,32.496237,9.919619,60.213354,9.923848,0.090753,101.019422,94.071694,0
425,32.496237,9.919619,60.213354,9.912279,0.090713,101.019422,94.071694,0
425.5,32.557442,9.905302,60.034414,9.906495,0.090666,100.984146,94.055826,0
426,32.557442,9.905302,60.034414,9.889141,0.090649,100.984146,94.055826,0
426.5,32.636028,9.890844,59.90231,9.889141,0.090622,100.945573,94.043655,0
427,32.693638,9.87702,59.652222,9.883357,0.090664,100.938685,94.006794,0
427.5,32.693638,9.87702,59.652222,9.866003,0.090642,100.938685,94.006794,0
428,32.76213,9.863021,59.561236,9.866003,0.090614,100.892929,93.982352,0
428.5,32.76213,9.863021,59.561236,9.854434,0.090564,100.892929,93.982352,0
429,32.822547,9.84896,59.341228,9.84865,0.090505,100.87684,93.958057,0
429.5,32.897292,9.834705,59.184015,9.84865,0.090474,100.84978,93.928687,0
430,32.897292,9.834705,59.184015,9.825511,0.09049,100.84978,93.928687,0
430.5,32.968542,9.820759,58.96515,9.825511,0.090449,100.817259,93.902422,0
431,32.968542,9.820759,58.96515,9.819727,0.090438,100.817259,93.902422,0
431.5,33.022163,9.806652,58.793768,9.808158,0.090386,100.781441,93.88133,0
432,33.022163,9.806652,58.793768,9.808158,0.090322,100.781441,93.88133,0
432.5,33.088981,9.794243,58.640732,9.78502,0.090335,100.763877,93.842893,0
433,33.111878,9.78092,58.437678,9.78502,0.090334,100.741048,93.830228,0
433.5,33.111878,9.78092,58.437678,9.773451,0.090282,100.741048,93.830228,0
434,33.204103,9.767017,58.275344,9.761882,0.090266,100.716497,93.793319,0
434.5,33.204103,9.767017,58.275344,9.756097,0.09018,100.716497,93.793319,0
435,33.246055,9.754029,58.09362,9.750313,0.09017,100.669659,93.770355,0
435.5,33.303222,9.740149,57.925768,9.738744,0.090158,100.650323,93.744336,0
436,33.303222,9.740149,57.925768,9.738744,0.090102,100.650323,93.744336,0
436.5,33.378411,9.727667,57.762688,9.727175,0.090145,100.618983,93.726644,0
437,33.378411,9.727667,57.762688,9.72139,0.090083,100.618983,93.726644,0
437.5,33.441191,9.713961,57.584544,9.709821,0.090013,100.589069,93.689883,0
438,33.492843,9.701045,57.428226,9.709821,0.089977,100.56688,93.676331,0
438.5,33.492843,9.701045,57.428226,9.692468,0.089878,100.56688,93.676331,0
439,33.563354,9.687651,57.346538,9.686683,0.089923,100.529931,93.636021,0
439.5,33.563354,9.687651,57.346538,9.680899,0.089951,100.529931,93.636021,0
440,33.613085,9.67403,57.150942,9.66933,0.089937,100.504593,93.621089,0
440.5,33.677835,9.66098,56.938392,9.657761,0.089791,100.467151,93.604384,0
441,33.677835,9.66098,56.938392,9.657761,0.089668,100.467151,93.604384,0
441.5,33.742339,9.647546,56.830351,9.646192,0.08971,100.448947,93.573733,0
442,33.742339,9.647546,56.830351,9.646192,0.089723,100.448947,93.573733,0
442.5,33.796108,9.634729,56.6712,9.634623,0.089776,100.419427,93.5418,0
443,33.796108,9.634729,56.6712,9.628838,0.089739,100.419427,93.5418,0
443.5,33.85234,9.622083,56.538946,9.623054,0.089655,100.397533,93.515682,0
444,33.902072,9.608479,56.345041,9.611485,0.089532,100.368505,93.491683,0
444.5,33.902072,9.608479,56.345041,9.599915,0.089398,100.368505,93.491683,0
445,33.964162,9.596177,56.215025,9.588346,0.089439,100.335098,93.468079,0
445.5,33.964162,9.596177,56.215025,9.582562,0.089447,100.335098,93.468079,0
446,33.996611,9.58272,56.057166,9.582562,0.089475,100.312762,93.439842,0
446.5,34.057422,9.570967,55.903036,9.576777,0.089436,100.281224,93.412542,0
447,34.057422,9.570967,55.903036,9.565208,0.089232,100.281224,93.412542,0
447.5,34.127293,9.557668,55.762629,9.553639,0.08924,100.254509,93.400518,0
